date,temp_c,rainfall_mm,humidity_pct,wind_ms,city,lat,lon
1984-01-01,14.96,0.0,25.43,2.1,Sukkur,27.7052,68.8574
1984-01-02,13.38,0.0,29.13,2.3,Sukkur,27.7052,68.8574
1984-01-03,14.69,0.0,24.27,2.78,Sukkur,27.7052,68.8574
1984-01-04,15.81,0.0,23.16,2.01,Sukkur,27.7052,68.8574
1984-01-05,14.74,0.0,24.06,3.5,Sukkur,27.7052,68.8574
1984-01-06,12.57,0.0,31.09,2.85,Sukkur,27.7052,68.8574
1984-01-07,11.85,0.0,27.25,2.77,Sukkur,27.7052,68.8574
1984-01-08,12.87,0.0,27.81,2.25,Sukkur,27.7052,68.8574
1984-01-09,14.19,0.0,25.07,1.5,Sukkur,27.7052,68.8574
1984-01-10,14.36,0.0,26.66,2.2,Sukkur,27.7052,68.8574
1984-01-11,14.09,0.0,26.37,3.41,Sukkur,27.7052,68.8574
1984-01-12,14.92,0.0,29.91,2.34,Sukkur,27.7052,68.8574
1984-01-13,13.72,0.15,29.41,2.8,Sukkur,27.7052,68.8574
1984-01-14,14.12,0.0,23.14,2.3,Sukkur,27.7052,68.8574
1984-01-15,14.44,0.0,24.58,2.06,Sukkur,27.7052,68.8574
1984-01-16,15.09,0.0,21.61,1.82,Sukkur,27.7052,68.8574
1984-01-17,16.35,0.0,24.56,3.34,Sukkur,27.7052,68.8574
1984-01-18,17.51,0.0,41.86,4.03,Sukkur,27.7052,68.8574
1984-01-19,15.0,0.0,27.27,2.24,Sukkur,27.7052,68.8574
1984-01-20,15.69,0.0,25.49,2.12,Sukkur,27.7052,68.8574
1984-01-21,15.23,0.0,29.68,3.49,Sukkur,27.7052,68.8574
1984-01-22,14.22,0.1,36.3,3.37,Sukkur,27.7052,68.8574
1984-01-23,14.54,0.25,29.05,1.97,Sukkur,27.7052,68.8574
1984-01-24,16.06,0.0,22.85,1.19,Sukkur,27.7052,68.8574
1984-01-25,15.33,0.0,17.77,2.47,Sukkur,27.7052,68.8574
1984-01-26,14.32,0.0,20.89,2.38,Sukkur,27.7052,68.8574
1984-01-27,14.72,0.0,18.93,1.8,Sukkur,27.7052,68.8574
1984-01-28,16.06,0.0,15.92,1.5,Sukkur,27.7052,68.8574
1984-01-29,16.51,0.0,16.03,1.56,Sukkur,27.7052,68.8574
1984-01-30,15.79,0.0,17.72,1.81,Sukkur,27.7052,68.8574
1984-01-31,15.88,0.0,19.22,2.33,Sukkur,27.7052,68.8574
1984-02-01,16.2,0.0,22.07,2.8,Sukkur,27.7052,68.8574
1984-02-02,14.14,0.0,25.09,4.23,Sukkur,27.7052,68.8574
1984-02-03,12.35,0.0,19.4,4.97,Sukkur,27.7052,68.8574
1984-02-04,12.68,0.0,14.92,3.87,Sukkur,27.7052,68.8574
1984-02-05,11.98,0.0,16.35,2.49,Sukkur,27.7052,68.8574
1984-02-06,14.98,0.0,12.86,2.03,Sukkur,27.7052,68.8574
1984-02-07,15.27,0.0,26.23,2.86,Sukkur,27.7052,68.8574
1984-02-08,14.18,0.0,19.14,2.58,Sukkur,27.7052,68.8574
1984-02-09,16.25,0.0,17.97,3.44,Sukkur,27.7052,68.8574
1984-02-10,17.79,0.0,18.83,2.4,Sukkur,27.7052,68.8574
1984-02-11,17.15,0.0,24.07,2.75,Sukkur,27.7052,68.8574
1984-02-12,17.07,0.0,23.4,2.73,Sukkur,27.7052,68.8574
1984-02-13,16.71,0.0,23.23,2.23,Sukkur,27.7052,68.8574
1984-02-14,17.7,0.0,19.82,2.68,Sukkur,27.7052,68.8574
1984-02-15,19.41,0.0,16.19,3.74,Sukkur,27.7052,68.8574
1984-02-16,21.05,0.0,21.69,1.85,Sukkur,27.7052,68.8574
1984-02-17,19.57,0.0,22.21,2.5,Sukkur,27.7052,68.8574
1984-02-18,17.99,0.0,19.17,4.59,Sukkur,27.7052,68.8574
1984-02-19,10.92,0.0,11.54,6.04,Sukkur,27.7052,68.8574
1984-02-20,9.93,0.8,11.7,5.56,Sukkur,27.7052,68.8574
1984-02-21,11.32,0.92,11.29,3.69,Sukkur,27.7052,68.8574
1984-02-22,12.09,0.0,14.94,2.9,Sukkur,27.7052,68.8574
1984-02-23,14.72,0.0,13.17,3.01,Sukkur,27.7052,68.8574
1984-02-24,15.54,0.0,12.86,1.69,Sukkur,27.7052,68.8574
1984-02-25,16.4,0.0,14.52,1.95,Sukkur,27.7052,68.8574
1984-02-26,18.03,0.0,14.45,1.59,Sukkur,27.7052,68.8574
1984-02-27,19.88,0.0,17.77,1.97,Sukkur,27.7052,68.8574
1984-02-28,22.22,0.0,18.54,1.52,Sukkur,27.7052,68.8574
1984-02-29,22.05,0.0,21.91,2.08,Sukkur,27.7052,68.8574
1984-03-01,23.23,0.0,28.82,2.32,Sukkur,27.7052,68.8574
1984-03-02,25.01,0.0,23.17,1.76,Sukkur,27.7052,68.8574
1984-03-03,23.52,0.0,18.27,2.81,Sukkur,27.7052,68.8574
1984-03-04,22.8,0.0,17.02,3.21,Sukkur,27.7052,68.8574
1984-03-05,23.89,0.0,17.22,2.84,Sukkur,27.7052,68.8574
1984-03-06,23.97,0.0,19.45,2.43,Sukkur,27.7052,68.8574
1984-03-07,25.6,0.0,12.42,2.19,Sukkur,27.7052,68.8574
1984-03-08,26.94,0.0,12.94,1.57,Sukkur,27.7052,68.8574
1984-03-09,27.66,0.0,12.37,2.24,Sukkur,27.7052,68.8574
1984-03-10,26.95,0.0,17.36,3.22,Sukkur,27.7052,68.8574
1984-03-11,26.4,0.0,12.07,3.33,Sukkur,27.7052,68.8574
1984-03-12,27.39,0.0,18.71,2.49,Sukkur,27.7052,68.8574
1984-03-13,28.1,0.0,17.82,2.8,Sukkur,27.7052,68.8574
1984-03-14,27.1,0.0,29.02,3.6,Sukkur,27.7052,68.8574
1984-03-15,25.22,0.0,39.05,4.0,Sukkur,27.7052,68.8574
1984-03-16,26.55,0.09,36.74,4.75,Sukkur,27.7052,68.8574
1984-03-17,26.34,0.7,45.97,4.02,Sukkur,27.7052,68.8574
1984-03-18,25.32,0.0,22.72,4.31,Sukkur,27.7052,68.8574
1984-03-19,24.03,1.03,18.99,2.69,Sukkur,27.7052,68.8574
1984-03-20,26.79,0.0,21.17,2.26,Sukkur,27.7052,68.8574
1984-03-21,29.92,0.0,24.59,1.72,Sukkur,27.7052,68.8574
1984-03-22,31.71,0.0,21.37,2.43,Sukkur,27.7052,68.8574
1984-03-23,32.11,0.0,22.4,2.19,Sukkur,27.7052,68.8574
1984-03-24,32.45,0.0,21.86,3.25,Sukkur,27.7052,68.8574
1984-03-25,28.87,0.0,20.92,3.73,Sukkur,27.7052,68.8574
1984-03-26,29.96,0.0,26.66,1.97,Sukkur,27.7052,68.8574
1984-03-27,31.21,0.07,21.18,2.27,Sukkur,27.7052,68.8574
1984-03-28,32.99,0.0,25.98,2.16,Sukkur,27.7052,68.8574
1984-03-29,33.9,0.0,21.82,2.87,Sukkur,27.7052,68.8574
1984-03-30,33.78,0.0,17.89,2.88,Sukkur,27.7052,68.8574
1984-03-31,33.27,0.0,21.59,3.39,Sukkur,27.7052,68.8574
1984-04-01,32.61,0.0,21.08,3.36,Sukkur,27.7052,68.8574
1984-04-02,31.33,1.74,26.09,3.59,Sukkur,27.7052,68.8574
1984-04-03,28.68,0.1,14.18,4.5,Sukkur,27.7052,68.8574
